spectrum_id,group,nearest_references,similarities
covid_serum_raman::Healthy::126,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl oleate']","[0.8539, 0.8332, 0.8296, 0.8271, 0.8126]"
covid_serum_raman::Healthy::127,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl oleate']","[0.8542, 0.8363, 0.8317, 0.8293, 0.8146]"
covid_serum_raman::Healthy::128,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'alb']","[0.853, 0.8528, 0.8296, 0.8246, 0.8173]"
covid_serum_raman::Healthy::129,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', 'alb', '13-methylmyristicacid']","[0.8557, 0.8301, 0.8088, 0.808, 0.8008]"
covid_serum_raman::Healthy::130,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8512, 0.8439, 0.831, 0.8054, 0.797]"
covid_serum_raman::Healthy::131,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', 'ferritin']","[0.8511, 0.8494, 0.8464, 0.7994, 0.7938]"
covid_serum_raman::Healthy::132,Healthy,"['alb', 'cholesterol', 'albumin', 'arginine', 'isoleucine']","[0.8338, 0.831, 0.7934, 0.7881, 0.7802]"
covid_serum_raman::Healthy::133,Healthy,"['cholesterol', 'alb', 'albumin', 'arginine', 'isoleucine']","[0.8366, 0.8258, 0.7966, 0.7885, 0.7762]"
covid_serum_raman::Healthy::134,Healthy,"['cholesterol', 'alb', 'albumin', 'arginine', 'isoleucine']","[0.8356, 0.8259, 0.791, 0.7884, 0.7774]"
covid_serum_raman::Healthy::135,Healthy,"['cholesterol', 'alb', 'arginine', 'isoleucine', 'albumin']","[0.8376, 0.7977, 0.7938, 0.7934, 0.7647]"
covid_serum_raman::Healthy::136,Healthy,"['cholesterol', 'alb', 'albumin', 'arginine', 'isoleucine']","[0.8359, 0.8169, 0.7822, 0.78, 0.7757]"
covid_serum_raman::Healthy::137,Healthy,"['cholesterol', 'alb', 'albumin', 'arginine', 'isoleucine']","[0.8394, 0.8162, 0.7855, 0.7793, 0.7691]"
covid_serum_raman::Healthy::138,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'cholesteryl oleate']","[0.8518, 0.8272, 0.8175, 0.8131, 0.799]"
covid_serum_raman::Healthy::139,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'alb']","[0.8499, 0.8298, 0.8134, 0.8098, 0.8046]"
covid_serum_raman::Healthy::140,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8501, 0.8479, 0.832, 0.8162, 0.8106]"
covid_serum_raman::Healthy::141,Healthy,"['cholesterol', 'albumin', 'alb', 'cholesteryl stearate', 'ferritin']","[0.8478, 0.845, 0.8426, 0.7944, 0.7871]"
covid_serum_raman::Healthy::142,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', 'ferritin']","[0.8489, 0.8457, 0.8416, 0.7904, 0.7823]"
covid_serum_raman::Healthy::143,Healthy,"['cholesterol', 'alb', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8483, 0.846, 0.8442, 0.7957, 0.7844]"
covid_serum_raman::Healthy::144,Healthy,"['albumin', 'alb', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8511, 0.8477, 0.8423, 0.7978, 0.7898]"
covid_serum_raman::Healthy::145,Healthy,"['albumin', 'cholesterol', 'alb', 'cholesteryl stearate', '13-methylmyristicacid']","[0.845, 0.8419, 0.8399, 0.7961, 0.789]"
covid_serum_raman::Healthy::146,Healthy,"['cholesterol', 'albumin', 'cholesteryl stearate', '13-methylmyristicacid', 'alb']","[0.8481, 0.8203, 0.8068, 0.8046, 0.7942]"
covid_serum_raman::Healthy::147,Healthy,"['alb', 'albumin', 'cholesterol', 'cholesteryl stearate', 'ferritin']","[0.8551, 0.8451, 0.8432, 0.7886, 0.7832]"
covid_serum_raman::Healthy::148,Healthy,"['alb', 'albumin', 'cholesterol', 'cholesteryl stearate', 'ferritin']","[0.8562, 0.8465, 0.8399, 0.7861, 0.7851]"
covid_serum_raman::Healthy::149,Healthy,"['alb', 'albumin', 'cholesterol', 'cholesteryl stearate', '13-methylmyristicacid']","[0.8484, 0.848, 0.8441, 0.7974, 0.7877]"
covid_serum_raman::Tube::000,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', '14-methylhexadecanoic acid', 'cholesteryl stearate']","[0.8347, 0.8046, 0.804, 0.796, 0.7941]"
covid_serum_raman::Tube::001,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', 'cholesteryl stearate', '14-methylhexadecanoic acid']","[0.8403, 0.8033, 0.8028, 0.7947, 0.7925]"
covid_serum_raman::Tube::002,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', '14-methylhexadecanoic acid', 'cholesteryl stearate']","[0.842, 0.8029, 0.8023, 0.7964, 0.7947]"
covid_serum_raman::Tube::003,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', 'cholesteryl stearate', '14-methylhexadecanoic acid']","[0.8394, 0.8017, 0.7974, 0.7937, 0.792]"
covid_serum_raman::Tube::004,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', 'cholesteryl stearate', '14-methylhexadecanoic acid']","[0.84, 0.7933, 0.7888, 0.7865, 0.7845]"
covid_serum_raman::Tube::005,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', 'cholesteryl stearate', '14-methylhexadecanoic acid']","[0.8299, 0.7914, 0.7883, 0.7823, 0.7805]"
covid_serum_raman::Tube::006,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', 'cholesteryl stearate', '14-methylhexadecanoic acid']","[0.8315, 0.7963, 0.7914, 0.787, 0.7863]"
covid_serum_raman::Tube::007,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', '14-methylhexadecanoic acid', 'cholesteryl stearate']","[0.8348, 0.7959, 0.7946, 0.7888, 0.7863]"
covid_serum_raman::Tube::008,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', '14-methylhexadecanoic acid', 'cholesteryl stearate']","[0.8388, 0.8019, 0.8014, 0.7953, 0.7925]"
covid_serum_raman::Tube::009,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', '14-methylhexadecanoic acid', 'cholesteryl stearate']","[0.8523, 0.7755, 0.7735, 0.772, 0.769]"
covid_serum_raman::Tube::010,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', '14-methylhexadecanoic acid', 'cholesteryl stearate']","[0.8333, 0.7916, 0.7894, 0.786, 0.7831]"
covid_serum_raman::Tube::011,Tube,"['cholesterol', '13-methylmyristicacid', 'tricaproin', 'cholesteryl stearate', '14-methylhexadecanoic acid']","[0.837, 0.7968, 0.7961, 0.7887, 0.7883]"
